#  1999 Trawl Suvery Species data ,,,,,,,
#  Sample weight and numbers are the sum of 3 subsamples,,,,,,,
#  Whole weight and numbers actual number and weight pulled from the entier tow before subsamples were taken,,,,,,,
#,,,,,,,
#,,,,,,,
#,,,,,,,
Year,Haul,Spcode,Sample_kg,Sample_n,Whole_kg,Whole_n,Comments
1999,33,21315,0.12,7,,,
1999,33,21371,0.46,2,,,
1999,33,21384,0.36,4,,,
1999,33,21735,2.5,27,,,
1999,33,21740,0.04,3,,,
1999,33,23055,0.22,2,,,
1999,33,23807,0.04,1,,,
1999,33,56312,0.01,1,,,
1999,33,66502,0.01,1,,,
1999,33,66530,0.3,13,,,
1999,33,66548,0.08,13,,,
1999,33,66610,0.04,3,,,
1999,33,68580,0.01,1,,,
1999,33,68781,4.2,16,,,
1999,33,69322,5.1,8,,,
1999,33,75330,0.01,1,,,
1999,33,80010,4.5,12,,,
1999,33,80200,5.4,21,,,
1999,33,81742,33.3,391,,,
1999,33,83010,2.65,43,,,
1999,33,98000,0.06,0,,,
1999,33,99999,0.3,0,,,
1999,34,10210,1.07,31,,,
1999,34,10220,4.6,4,,,
1999,34,10285,0.3,5,,,
1999,34,20040,0.1,4,,,
1999,34,21314,0.12,4,,,
1999,34,21371,0.18,1,,,
1999,34,21378,0.12,1,,,
1999,34,21387,0.12,2,,,
1999,34,21735,0.5,13,,,
1999,34,21740,0.02,1,,,
1999,34,23055,0.1,3,,,
1999,34,23807,0.01,1,,,
1999,34,24185,0.04,1,,,
1999,34,40500,0.24,3,,,
1999,34,41201,0.06,3,,,
1999,34,43000,0.02,1,,,
1999,34,56300,0.01,1,,,
1999,34,56312,0.01,1,,,
1999,34,66530,0.01,2,,,
1999,34,66601,0.02,1,,,
1999,34,66611,0.12,14,,,
1999,34,68577,0.01,1,,,
1999,34,68781,1.7,8,,,
1999,34,69061,0.01,1,,,
1999,34,69322,5.7,4,,,
1999,34,71001,0.02,0,,,
1999,34,71772,0.02,1,,,
1999,34,71882,0.16,1,,,
1999,34,71884,0.18,1,,,
1999,34,80010,1.5,2,,,
1999,34,80200,1.5,9,,,
1999,34,80594,0.02,2,,,
1999,34,81742,42.8,641,,,
1999,34,82510,0.14,2,,,
1999,34,83010,2.3,52,,,
1999,34,99993,0.04,0,,,
1999,34,99994,0.06,0,,,
1999,35,10210,3.8,55,,,
1999,35,10211,0.5,7,,,
1999,35,10220,5,7,,,
1999,35,21110,0.12,2,,,
1999,35,21371,0.6,6,,,
1999,35,21388,0.1,2,,,
1999,35,21735,1.8,22,,,
1999,35,21740,0.1,1,,,
1999,35,23055,0.1,1,,,
1999,35,40500,0.02,3,,,
1999,35,41201,0.08,1,,,
1999,35,43000,0.49,10,,,
1999,35,56312,0.01,3,,,
1999,35,66530,0.04,4,,,
1999,35,66548,0.22,35,,,
1999,35,66611,0.01,2,,,
1999,35,68781,2.76,17,,,
1999,35,69061,0.04,1,,,
1999,35,69322,1.7,5,,,
1999,35,80010,2.3,4,,,
1999,35,80200,1.2,4,,,
1999,35,81742,61.9,823,,,
1999,35,82510,0.86,15,,,
1999,35,83010,1,22,,,
1999,35,98000,0.2,1,,,
1999,35,98000,0.02,30,,,
1999,35,99994,0.1,0,,,
1999,35,99999,0.12,0,,,
1999,36,10210,0.94,29,,,
1999,36,10220,5,11,,,
1999,36,10285,1.1,7,,,
1999,36,20061,0.02,2,,,
1999,36,21314,0.02,1,,,
1999,36,21371,0.38,1,,,
1999,36,21388,0.02,1,,,
1999,36,21735,8.6,202,,,
1999,36,23055,0.54,36,,,
1999,36,23807,0.06,9,,,
1999,36,41201,0.01,1,,,
1999,36,43000,3.66,29,,,
1999,36,66502,0.01,2,,,
1999,36,66530,0.01,2,,,
1999,36,66548,0.16,71,,,
1999,36,66611,0.02,1,,,
1999,36,68781,3.1,29,,,
1999,36,69322,0.2,2,,,
1999,36,80010,0.5,2,,,
1999,36,80200,2.4,7,,,
1999,36,81095,0.02,3,,,
1999,36,81742,19.5,440,,,
1999,36,82510,0.02,1,,,
1999,36,83010,0.16,3,,,
1999,36,99993,0.03,0,,,
1999,36,99994,0.44,0,,,
1999,36,99999,4.05,0,,,
1999,36,21376,0.2,2,,,
1999,37,10210,0.78,7,,,
1999,37,10220,0.75,2,,,
1999,37,10285,0.26,1,,,
1999,37,21110,0.24,3,,,
1999,37,21384,0.1,1,,,
1999,37,21735,0.62,9,,,
1999,37,23055,0.04,2,,,
1999,37,41201,0.1,2,,,
1999,37,43000,0.8,5,,,
1999,37,66548,0.08,11,,,
1999,37,66611,0.01,2,,,
1999,37,68781,1.11,9,,,
1999,37,69010,0.02,1,,,
1999,37,75110,0.18,3,,,
1999,37,80010,1.5,2,,,
1999,37,80200,1.7,3,,,
1999,37,81742,47.5,716,,,
1999,37,82510,0.1,2,,,
1999,37,83010,0.48,11,,,
1999,37,99993,0.01,1,,,
1999,37,99994,0.36,3,,,
1999,37,99999,0.9,0,,,
1999,38,10210,2.46,20,,,
1999,38,10220,2.44,2,,,
1999,38,20040,0.02,1,,,
1999,38,21314,0.04,2,,,
1999,38,21735,1.4,18,,,
1999,38,23055,0.06,1,,,
1999,38,23807,0.02,1,,,
1999,38,41201,0.07,2,,,
1999,38,43000,0.13,3,,,
1999,38,65201,0.02,1,,,
1999,38,66045,0.01,2,,,
1999,38,66530,0.01,2,,,
1999,38,66548,0.04,21,,,
1999,38,66611,0.06,6,,,
1999,38,68781,0.04,1,,,
1999,38,69322,4,47,,,
1999,38,75110,0.06,4,,,
1999,38,80010,4.4,3,,,
1999,38,80200,1.04,2,,,
1999,38,81095,0.04,1,,,
1999,38,81742,40.4,504,,,
1999,38,98000,0.2,2,,,
1999,38,99993,0.04,0,,,
1999,38,99999,0.2,0,,,
1999,39,1,0.02,1,,,
1999,39,10210,0.6,12,,,
1999,39,10220,1.4,1,,,
1999,39,10285,0.25,4,,,
1999,39,20001,0.04,2,,,
1999,39,21314,0.11,3,,,
1999,39,21371,0.2,1,,,
1999,39,21735,0.62,8,,,
1999,39,21740,0.04,1,,,
1999,39,23055,0.1,3,,,
1999,39,41201,0.08,5,,,
1999,39,66045,0.02,5,,,
1999,39,66530,0.01,1,,,
1999,39,66548,0.01,2,,,
1999,39,66601,0.04,1,,,
1999,39,66611,0.12,7,,,
1999,39,68781,0.42,1,,,
1999,39,69061,0.01,1,,,
1999,39,69322,6.2,5,,,
1999,39,71010,0.06,1,,,
1999,39,71884,0.16,1,,,
1999,39,75110,0.2,5,,,
1999,39,75330,0.04,1,,,
1999,39,80010,2.7,2,,,
1999,39,80206,9.8,21,,,
1999,39,80594,0.01,2,,,
1999,39,81742,39.9,658,,,
1999,39,82510,0.46,6,,,
1999,39,83010,0.06,4,,,
1999,39,99800,0.08,3,,,
1999,39,99993,0.04,0,,,
1999,39,99994,0.2,1,,,
1999,40,10210,1.1,12,,,
1999,40,10220,5.7,5,,,
1999,40,10285,0.1,2,,,
1999,40,21314,0.04,2,,,
1999,40,21371,0.04,2,,,
1999,40,21735,0.58,9,,,
1999,40,23055,0.02,1,,,
1999,40,23807,0.04,1,,,
1999,40,43000,0.06,1,,,
1999,40,66530,0.01,1,,,
1999,40,66548,0.02,5,,,
1999,40,66601,0.02,1,,,
1999,40,66611,0.02,2,,,
1999,40,68781,1,5,,,
1999,40,69061,0.01,1,,,
1999,40,69322,1,2,,,
1999,40,74985,0.1,1,,,
1999,40,80010,1,2,,,
1999,40,80200,3.2,8,,,
1999,40,80590,0.44,1,,,
1999,40,80594,0.01,1,,,
1999,40,81742,35.9,432,,,
1999,40,82510,0.2,4,,,
1999,40,83010,0.16,3,,,
1999,40,99993,0.02,0,,,
1999,40,99999,0.02,0,,,
1999,41,10210,1,29,,,
1999,41,10220,1,1,,,
1999,41,10285,0.06,3,,,
1999,41,21314,0.28,13,,,
1999,41,21371,0.6,4,,,
1999,41,21405,0.04,1,,,
1999,41,21735,1.96,23,,,
1999,41,23055,0.02,1,,,
1999,41,43000,0.08,2,,,
1999,41,66045,0.01,1,,,
1999,41,66530,0.02,3,,,
1999,41,66548,0.1,5,,,
1999,41,66601,0.08,2,,,
1999,41,66611,0.08,8,,,
1999,41,68781,4.2,12,,,
1999,41,69010,0.1,1,,,
1999,41,69061,0.03,2,,,
1999,41,69322,22.6,27,,,
1999,41,71753,0.14,1,,,
1999,41,71884,0.1,1,,,
1999,41,75111,0.02,1,,,
1999,41,80010,0.9,1,,,
1999,41,80200,10.25,20,,,
1999,41,80594,0.01,5,,,
1999,41,81742,27.1,323,,,
1999,41,82510,0.54,12,,,
1999,41,98000,0.04,1,,,
1999,41,99993,0.1,,,,
1999,41,99999,0.06,0,,,
1999,42,20322,,,0.46,1,
1999,43,69322,,,23.7,29,
1999,44,10210,0.74,8,,,
1999,44,10285,0.2,2,,,
1999,44,21314,0.36,6,,,
1999,44,21315,0.02,1,,,
1999,44,21350,0.04,2,,,
1999,44,21371,0.22,2,,,
1999,44,21735,0.86,11,,,
1999,44,23807,0.18,2,,,
1999,44,24185,0.3,2,,,
1999,44,24189,0.5,2,,,
1999,44,56312,0.01,1,,,
1999,44,66045,0.1,21,,,
1999,44,66050,0.1,2,,,
1999,44,66530,0.02,2,,,
1999,44,66601,0.16,3,,,
1999,44,66611,0.18,31,,,
1999,44,68781,2.28,8,,,
1999,44,69010,0.58,6,,,
1999,44,69061,0.04,3,,,
1999,44,69322,28.8,20,,,
1999,44,71753,0.2,1,,,
1999,44,71882,0.15,1,,,
1999,44,80010,2.7,4,,,
1999,44,80200,7.5,17,,,
1999,44,81742,33,499,,,
1999,44,82510,2.34,63,,,
1999,44,98000,0.04,2,,,
1999,44,99999,0.6,0,,,
1999,45,21423,0.04,1,,,
1999,45,69322,3.9,5,,,
1999,46,1,0.1,0,,,
1999,46,10210,0.25,3,,,
1999,46,10285,0.15,4,,,
1999,46,20040,0.1,1,,,
1999,46,20061,0.12,1,,,
1999,46,20322,0.6,1,,,
1999,46,21314,0.1,2,,,
1999,46,21378,0.24,2,,,
1999,46,21384,0.25,3,,,
1999,46,21405,0.14,1,,,
1999,46,21423,0.32,1,,,
1999,46,21735,1.05,8,,,
1999,46,21740,0.14,1,,,
1999,46,23055,0.08,1,,,
1999,46,23807,0.24,15,,,
1999,46,24185,0.3,1,,,
1999,46,24189,1.9,2,,,
1999,46,41201,1.2,3,,,
1999,46,41500,0.06,1,,,
1999,46,66045,0.24,103,,,
1999,46,66050,0.2,6,,,
1999,46,66601,0.3,11,,,
1999,46,66611,0.4,49,,,
1999,46,69010,0.39,4,,,
1999,46,69061,0.06,3,,,
1999,46,69322,8.3,10,,,
1999,46,71010,0.06,1,,,
1999,46,71800,0.01,1,,,
1999,46,71882,0.2,2,,,
1999,46,75111,0.12,2,,,
1999,46,80010,3,8,,,
1999,46,80200,4.8,11,,,
1999,46,81742,35,508,,,
1999,46,82510,0.1,2,,,
1999,46,83010,0.02,1,,,
1999,46,95000,0.01,1,,,
1999,46,99993,0.06,0,,,
1999,46,99994,0.2,0,,,
1999,47,69322,,,15.1,14,
1999,48,10210,5.6,127,,,
1999,48,10211,0.01,1,,,
1999,48,10220,3.02,2,,,
1999,48,10285,5.2,44,,,
1999,48,21314,0.24,6,,,
1999,48,21371,0.16,3,,,
1999,48,21378,0.18,1,,,
1999,48,21384,0.4,10,,,
1999,48,21735,7.36,92,,,
1999,48,21740,0.25,8,,,
1999,48,21932,0.08,1,,,
1999,48,23055,0.5,14,,,
1999,48,23808,0.28,16,,,
1999,48,24184,0.28,2,,,
1999,48,24189,0.64,2,,,
1999,48,41201,0.1,3,,,
1999,48,43000,0.98,7,,,
1999,48,56300,0.01,1,,,
1999,48,66045,0.2,77,,,
1999,48,66050,0.03,3,,,
1999,48,66530,0.06,9,,,
1999,48,66601,0.04,2,,,
1999,48,66611,0.18,27,,,
1999,48,68781,6.1,28,,,
1999,48,69010,0.54,8,,,
1999,48,69061,0.1,2,,,
1999,48,69322,6.7,9,,,
1999,48,71753,0.18,1,,,
1999,48,71800,0.08,1,,,
1999,48,71882,0.12,1,,,
1999,48,71884,0.16,1,,,
1999,48,80010,6.2,4,,,
1999,48,80200,3.08,7,,,
1999,48,81742,24.4,418,,,
1999,48,82510,2.8,42,,,
1999,48,83010,0.12,3,,,
1999,48,85210,0.1,1,,,
1999,48,98000,1.4,3,,,
1999,48,98082,0.02,1,,,
1999,48,98105,0.04,2,,,
1999,48,99993,0.05,0,,,
1999,48,99994,0.4,0,,,
1999,48,99999,1.1,0,,,
1999,49,69322,,,11.4,13,
1999,50,10210,2.08,54,,,
1999,50,10220,1.28,1,,,
1999,50,10285,1.8,16,,,
1999,50,20040,0.06,2,,,
1999,50,21110,0.02,1,,,
1999,50,21314,0.2,8,,,
1999,50,21371,0.136,5,,,
1999,50,21378,0.32,2,,,
1999,50,21384,1.32,28,,,
1999,50,21735,4.72,70,,,
1999,50,21740,0.32,8,,,
1999,50,21932,0.08,1,,,
1999,50,23055,0.12,7,,,
1999,50,23804,0.06,2,,,
1999,50,23808,0.5,26,,,
1999,50,23843,0.12,1,,,
1999,50,24185,0.28,1,,,
1999,50,24189,1.3,1,,,
1999,50,40500,1.12,24,,,
1999,50,41201,0.1,3,,,
1999,50,43000,4.1,48,,,
1999,50,65100,0.82,10,,,
1999,50,66045,0.16,37,,,
1999,50,66050,0.2,20,,,
1999,50,66530,0.06,6,,,
1999,50,66548,0.02,7,,,
1999,50,66601,0.06,1,,,
1999,50,66611,0.14,10,,,
1999,50,68781,4.6,21,,,
1999,50,69010,0.38,6,,,
1999,50,69322,1.5,1,,,
1999,50,71750,0.06,1,,,
1999,50,71882,0.3,1,,,
1999,50,71884,1.06,2,,,
1999,50,80010,3.7,3,,,
1999,50,80200,1.7,7,,,
1999,50,80546,0.01,1,,,
1999,50,80590,1.64,4,,,
1999,50,81095,0.24,4,,,
1999,50,81742,34.1,633,,,
1999,50,82510,2.44,48,,,
1999,50,83010,0.05,3,,,
1999,50,85210,0.52,9,,,
1999,50,95000,0.01,1,,,
1999,50,98000,0.3,3,,,
1999,50,99994,0.48,0,,,
1999,50,99999,3.3,0,,,
1999,50,99999,0.26,0,,,
1999,51,10210,6.9,66,,,
1999,51,10220,1.86,2,,,
1999,51,10285,3.64,42,,,
1999,51,21110,0.12,2,,,
1999,51,21314,0.04,4,,,
1999,51,21315,0.02,1,,,
1999,51,21371,0.2,5,,,
1999,51,21384,0.22,6,,,
1999,51,21725,0.06,2,,,
1999,51,21735,10.2,171,,,
1999,51,21740,0.01,2,,,
1999,51,21932,0.18,2,,,
1999,51,23055,0.04,3,,,
1999,51,23808,0.14,9,,,
1999,51,23809,0.3,1,,,
1999,51,40500,0.7,10,,,
1999,51,41201,0.04,3,,,
1999,51,43000,0.7,7,,,
1999,51,65100,0.01,1,,,
1999,51,65203,0.08,3,,,
1999,51,66045,0.1,62,,,
1999,51,66548,0.01,2,,,
1999,51,66611,0.02,10,,,
1999,51,68781,0.5,4,,,
1999,51,69061,0.01,2,,,
1999,51,69322,1.5,1,,,
1999,51,71001,0.03,0,,,
1999,51,71004,0.01,1,,,
1999,51,71882,0.03,1,,,
1999,51,71884,0.44,6,,,
1999,51,80010,5.7,7,,,
1999,51,80200,2.8,9,,,
1999,51,80546,0.01,1,,,
1999,51,80590,0.4,2,,,
1999,51,80594,0.01,1,,,
1999,51,81095,0.06,1,,,
1999,51,81742,33.8,732,,,
1999,51,82510,1.08,18,,,
1999,51,83010,0.06,3,,,
1999,51,85210,0.04,1,,,
1999,51,95000,0.08,0,,,
1999,51,98310,3.3,6,,,
1999,51,99993,1.1,0,,,
1999,51,99999,2.09,0,,,
1999,52,10210,2.4,47,,,
1999,52,10285,0.14,2,,,
1999,52,21371,0.34,3,,,
1999,52,21378,0.2,1,,,
1999,52,21735,3.6,52,,,
1999,52,23055,0.02,1,,,
1999,52,23807,0.06,2,,,
1999,52,43000,4.72,76,,,
1999,52,56311,0.01,2,,,
1999,52,56312,0.01,3,,,
1999,52,65201,0.2,2,,,
1999,52,66045,0.12,31,,,
1999,52,66530,0.01,2,,,
1999,52,66548,1.06,17,,,
1999,52,66611,0.06,15,,,
1999,52,68781,0.4,1,,,
1999,52,69010,0.02,1,,,
1999,52,69061,0.04,1,,,
1999,52,69322,6.8,7,,,
1999,52,71001,0.02,0,,,
1999,52,71001,0.02,0,,,
1999,52,71882,0.08,1,,,
1999,52,71884,1.3,8,,,
1999,52,75330,0.01,1,,,
1999,52,80200,0.92,3,,,
1999,52,81742,36.7,546,,,
1999,52,82510,0.16,4,,,
1999,52,95000,0.04,0,,,
1999,52,98000,0.46,1,,,
1999,52,99993,0.06,1,,,
1999,52,99994,4.5,0,,,
1999,52,99999,1.3,0,,,
1999,53,10210,2.2,31,,,
1999,53,10220,37.9,66,,,
1999,53,10285,0.2,1,,,
1999,53,21371,3.2,3,,,
1999,53,21735,6.1,151,,,
1999,53,23055,0.26,11,,,
1999,53,23807,0.14,6,,,
1999,53,24185,0.3,1,,,
1999,53,43000,0.14,2,,,
1999,53,66045,0.02,10,,,
1999,53,66530,0.02,1,,,
1999,53,66548,0.02,4,,,
1999,53,66611,0.01,1,,,
1999,53,80200,0.12,4,,,
1999,53,81742,18.4,227,,,
1999,53,99994,0.04,1,,,
1999,54,10210,5.1,44,,,
1999,54,10220,10,15,,,
1999,54,10285,1.2,6,,,
1999,54,21371,6.4,8,,,
1999,54,21378,0.3,1,,,
1999,54,21735,1.5,34,,,
1999,54,21740,0.04,2,,,
1999,54,23055,0.4,21,,,
1999,54,23807,0.1,6,,,
1999,54,24185,0.24,1,,,
1999,54,43000,0.01,1,,,
1999,54,56312,0.01,1,,,
1999,54,59111,0.01,1,,,
1999,54,66530,0.02,3,,,
1999,54,66548,0.02,3,,,
1999,54,66611,0.02,1,,,
1999,54,69010,0.04,1,,,
1999,54,69322,3.4,4,,,
1999,54,71001,0.02,0,,,
1999,54,75111,0.06,1,,,
1999,54,80010,0.96,2,,,
1999,54,80200,0.38,3,,,
1999,54,81742,35.2,427,,,
1999,54,91000,0.01,1,,,
1999,54,99999,0.06,0,,,
1999,55,10210,1.8,16,,,
1999,55,10226,1.7,4,,,
1999,55,10285,0.32,3,,,
1999,55,21110,0.25,5,,,
1999,55,21371,6.1,8,,,
1999,55,21384,0.04,2,,,
1999,55,21735,5.92,94,,,
1999,55,21740,0.11,3,,,
1999,55,23055,0.38,13,,,
1999,55,23807,0.1,1,,,
1999,55,24185,0.1,1,,,
1999,55,43000,1.18,13,,,
1999,55,56312,0.01,1,,,
1999,55,62000,0.01,1,,,
1999,55,65201,0.05,1,,,
1999,55,66045,0.01,3,,,
1999,55,66530,0.01,3,,,
1999,55,66611,0.02,2,,,
1999,55,68781,0.12,1,,,
1999,55,69010,0.24,2,,,
1999,55,69090,0.22,2,,,
1999,55,69322,6.3,10,,,
1999,55,71001,0.01,0,,,
1999,55,71884,0.48,5,,,
1999,55,74311,0.01,1,,,
1999,55,74435,0.01,1,,,
1999,55,80200,7.2,23,,,
1999,55,81742,34.5,420,,,
1999,55,99993,0.05,0,,,
1999,55,99994,0.65,0,,,
1999,56,10210,1.7,11,,,
1999,56,10285,0.04,1,,,
1999,56,21110,0.1,2,,,
1999,56,21371,11,13,,,
1999,56,21384,0.2,1,,,
1999,56,21725,0.22,16,,,
1999,56,21735,17.5,271,,,
1999,56,21740,2.64,20,,,
1999,56,23807,0.02,2,,,
1999,56,23809,0.2,1,,,
1999,56,24185,0.15,2,,,
1999,56,40500,0.2,2,,,
1999,56,41201,0.12,4,,,
1999,56,43000,0.32,8,,,
1999,56,60100,0.01,1,,,
1999,56,66045,0.01,5,,,
1999,56,66530,0.001,3,,,
1999,56,66611,0.22,11,,,
1999,56,69090,0.1,1,,,
1999,56,69322,5.3,6,,,
1999,56,71001,0.3,0,,,
1999,56,71882,0.1,1,,,
1999,56,71884,0.1,1,,,
1999,56,75110,0.06,1,,,
1999,56,80200,5.6,20,,,
1999,56,81742,54.8,751,,,
1999,56,82510,0.02,1,,,
1999,56,91000,0.01,1,,,
1999,56,95000,0.04,1,,,
1999,56,99993,0.02,0,,,
1999,56,99994,0.55,0,,,
1999,57,10210,2.1,21,,,
1999,57,10211,0.01,1,,,
1999,57,10220,8.5,6,,,
1999,57,10260,0.42,1,,,
1999,57,10285,0.9,9,,,
1999,57,21315,0.02,1,,,
1999,57,21371,15.5,12,,,
1999,57,21378,3.4,5,,,
1999,57,21725,0.1,2,,,
1999,57,21735,10.4,129,,,
1999,57,21740,2.2,3,,,
1999,57,23055,0.04,3,,,
1999,57,40500,1.82,5,,,
1999,57,41201,0.04,2,,,
1999,57,43000,0.03,3,,,
1999,57,56312,0.01,2,,,
1999,57,59111,0.01,1,,,
1999,57,66045,0.01,1,,,
1999,57,66611,0.1,2,,,
1999,57,68577,0.06,2,,,
1999,57,68580,0.42,18,,,
1999,57,69010,0.12,2,,,
1999,57,69061,0.14,3,,,
1999,57,71001,0.04,0,,,
1999,57,75111,0.08,1,,,
1999,57,80010,1,1,,,
1999,57,80200,5.4,20,,,
1999,57,80594,0.01,1,,,
1999,57,81742,29,355,,,
1999,57,82510,0.46,7,,,
1999,57,83010,0.08,4,,,
1999,57,99994,0.03,0,,,
1999,57,99999,0.22,0,,,
1999,58,10140,0.01,1,,,
1999,58,10210,2.4,16,,,
1999,58,10220,0.5,1,,,
1999,58,10260,0.58,2,,,
1999,58,10285,4.1,10,,,
1999,58,21110,0.1,2,,,
1999,58,21371,1.64,3,,,
1999,58,21725,0.02,3,,,
1999,58,21735,2.5,27,,,
1999,58,21740,3.1,3,,,
1999,58,23055,0.32,10,,,
1999,58,43000,0.02,1,,,
1999,58,45000,0.48,6,,,
1999,58,59111,0.01,1,,,
1999,58,66611,0.04,2,,,
1999,58,66664,0.1,1,,,
1999,58,68577,0.08,6,,,
1999,58,68580,0.2,5,,,
1999,58,69010,0.1,3,,,
1999,58,69061,0.02,1,,,
1999,58,69322,3.4,3,,,
1999,58,71001,0.01,1,,,
1999,58,80010,1.1,1,,,
1999,58,80200,0.26,11,,,
1999,58,80590,1,1,,,
1999,58,80594,0.58,24,,,
1999,58,81742,35.4,285,,,
1999,58,82510,0.2,2,,,
1999,58,83010,0.7,5,,,
1999,58,83320,0.01,1,,,
1999,58,98000,1.9,6,,,
1999,58,98082,1.84,64,,,
1999,59,10140,0.02,5,,,
1999,59,10210,0.82,5,,,
1999,59,10220,3.58,2,,,
1999,59,21110,0.06,2,,,
1999,59,21315,0.02,1,,,
1999,59,21371,2.04,3,,,
1999,59,21384,0.02,1,,,
1999,59,21725,0.02,1,,,
1999,59,21735,0.18,3,,,
1999,59,21740,2.22,3,,,
1999,59,23055,0.36,6,,,
1999,59,43000,0.04,1,,,
1999,59,45000,3.2,12,,,
1999,59,56312,0.01,3,,,
1999,59,66045,0.01,2,,,
1999,59,68577,0.25,5,,,
1999,59,68580,0.5,18,,,
1999,59,69010,0.56,11,,,
1999,59,69061,0.02,1,,,
1999,59,74311,0.01,3,,,
1999,59,74562,0.24,82,,,
1999,59,80010,1.1,2,,,
1999,59,80200,3.28,11,,,
1999,59,80590,1,5,,,
1999,59,80594,0.32,19,,,
1999,59,81742,42.5,257,,,
1999,59,82510,0.06,3,,,
1999,59,83010,0.58,5,,,
1999,59,83320,0.01,1,,,
1999,59,98000,4.2,0,,,
1999,59,99999,0.02,0,,,
1999,60,10140,0.01,1,,,
1999,60,10210,3.8,9,,,
1999,60,10220,0.94,1,,,
1999,60,10260,0.86,1,,,
1999,60,10285,0.5,1,,,
1999,60,21315,0.2,7,,,
1999,60,21373,0.34,1,,,
1999,60,43000,0.26,8,,,
1999,60,45000,4.1,3,,,
1999,60,65201,0.46,0,,,
1999,60,66045,0.01,2,,,
1999,60,66530,0.01,2,,,
1999,60,66611,0.06,21,,,
1999,60,68577,1.5,19,,,
1999,60,68580,9.64,338,,,
1999,60,69010,2.3,27,,,
1999,60,69061,0.12,4,,,
1999,60,71001,0.01,0,,,
1999,60,71884,1.1,6,,,
1999,60,74562,0.01,1,,,
1999,60,80200,1.1,,,,
1999,60,80590,4,32,,,
1999,60,80594,0.38,16,,,
1999,60,81742,9.7,59,,,
1999,60,82510,0.9,12,,,
1999,60,82740,0.02,7,,,
1999,60,83010,3.5,15,,,
1999,60,83320,0.02,6,,,
1999,60,95000,0.01,2,,,
1999,60,98000,11.72,116,,,
1999,60,99994,2.6,0,,,
1999,61,,,,,,
1999,62,75102,,,0.04,1,
1999,63,,,,,,
1999,64,10210,0.74,5,,,
1999,64,10220,1.58,3,,,
1999,64,10285,1.4,29,,,
1999,64,20061,0.14,8,,,
1999,64,21110,0.06,1,,,
1999,64,21371,3.54,2,,,
1999,64,21384,0.12,2,,,
1999,64,21735,3.42,148,,,
1999,64,21740,0.02,2,,,
1999,64,21753,0.01,1,,,
1999,64,23055,0.16,5,,,
1999,64,43000,0.1,2,,,
1999,64,56312,0.01,2,,,
1999,64,62000,0.04,8,,,
1999,64,66530,0.18,33,,,
1999,64,69010,0.08,1,,,
1999,64,69090,0.04,1,,,
1999,64,75102,0.04,1,,,
1999,64,75330,0.08,5,,,
1999,64,80010,1,2,,,
1999,64,80200,0.82,4,,,
1999,64,81742,39.26,597,,,
1999,64,82510,0.02,1,,,
1999,64,83320,0.01,10,,,
1999,64,99993,0.04,0,,,
1999,64,99999,0.66,0,,,
